Country	Income Group	Value	Area (Inputs FertilizersProduct E All Data (Normalized).csv)	Area Code (ISO2) (Inputs FertilizersProduct E All Data (Normalized).csv)	Element (Inputs FertilizersProduct E All Data (Normalized).csv)	Element Code (Inputs FertilizersProduct E All Data (Normalized).csv)	Item (Inputs FertilizersProduct E All Data (Normalized).csv)	Item Code (Inputs FertilizersProduct E All Data (Normalized).csv)	Unit (Inputs FertilizersProduct E All Data (Normalized).csv)	Year (Inputs FertilizersProduct E All Data (Normalized).csv)	Year Code (Inputs FertilizersProduct E All Data (Normalized).csv)
Bangladesh	Lower-middle-income economies	175950	Bangladesh	BD	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2005	2005
Tunisia	Lower-middle-income economies	3091.86	Tunisia	TN	Agricultural Use	5157	Fertilizers n.e.c.	4030	tonnes	2013	2013
United Republic of Tanzania	Low income economies	2065	United Republic of Tanzania	TZ	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2005	2005
Latvia	High-income economies	12285	Latvia	LV	Agricultural Use	5157	Other NP compounds	4024	tonnes	2006	2006
Georgia	Lower-middle-income economies	2	Georgia	GE	Agricultural Use	5157	Urea	4001	tonnes	2004	2004
Colombia	Upper-middle-income economies	1573	Colombia	CO	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2016	2016
Thailand	Upper-middle-income economies	17554	Thailand	TH	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2003	2003
Peru	Upper-middle-income economies	152113	Peru	PE	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2004	2004
Bhutan	Lower-middle-income economies	29	Bhutan	BT	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2007	2007
Peru	Upper-middle-income economies	51642.8	Peru	PE	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2008	2008
Hungary	High-income economies	198614	Hungary	HU	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2018	2018
Zambia	Lower-middle-income economies	51321	Zambia	ZM	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2006	2006
Hungary	High-income economies	38024	Hungary	HU	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2017	2017
Ireland	High-income economies	78975	Ireland	IE	Agricultural Use	5157	"Other nitrogenous fertilizers, n.e.c."	4008	tonnes	2015	2015
Switzerland	High-income economies	963	Switzerland	CH	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2017	2017
Pakistan	Lower-middle-income economies	5480521	Pakistan	PK	Agricultural Use	5157	Urea	4001	tonnes	2008	2008
Turkey	Upper-middle-income economies	101915.55	Turkey	TR	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2011	2011
Brazil	Upper-middle-income economies	481269	Brazil	BR	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2015	2015
Paraguay	Upper-middle-income economies	55	Paraguay	PY	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2011	2011
Zambia	Lower-middle-income economies	210	Zambia	ZM	Agricultural Use	5157	Other NP compounds	4024	tonnes	2006	2006
Sweden	High-income economies	2751	Sweden	SE	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2009	2009
Kenya	Lower-middle-income economies	64153	Kenya	KE	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2004	2004
Denmark	High-income economies	25.81	Denmark	DK	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2017	2017
Finland	High-income economies	279	Finland	FI	Agricultural Use	5157	PK compounds	4027	tonnes	2011	2011
Finland	High-income economies	279	Finland	FI	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2011	2011
Mozambique	Low income economies	12	Mozambique	MZ	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2010	2010
Peru	Upper-middle-income economies	79772	Peru	PE	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2016	2016
Sri Lanka	Lower-middle-income economies	1534	Sri Lanka	LK	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2006	2006
India	Lower-middle-income economies	4252740	India	IN	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2015	2015
Switzerland	High-income economies	16556	Switzerland	CH	Agricultural Use	5157	Urea	4001	tonnes	2014	2014
Georgia	Lower-middle-income economies	881	Georgia	GE	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2005	2005
Nepal	Low income economies	6577	Nepal	NP	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2017	2017
Nepal	Low income economies	6577	Nepal	NP	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2017	2017
United States of America	High-income economies	2910311.38	United States of America	US	Agricultural Use	5157	Other NP compounds	4024	tonnes	2018	2018
Malawi	Low income economies	81855	Malawi	MW	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2010	2010
Croatia	High-income economies	50305	Croatia	HR	Agricultural Use	5157	Other NP compounds	4024	tonnes	2006	2006
United Republic of Tanzania	Low income economies	2007	United Republic of Tanzania	TZ	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2004	2004
Philippines	Lower-middle-income economies	322904	Philippines	PH	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2007	2007
Kenya	Lower-middle-income economies	788	Kenya	KE	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2009	2009
Netherlands	High-income economies	9114	Netherlands	NL	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2018	2018
Ireland	High-income economies	10	Ireland	IE	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2009	2009
Malawi	Low income economies	2296	Malawi	MW	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2004	2004
Bangladesh	Lower-middle-income economies	2594000	Bangladesh	BD	Agricultural Use	5157	Urea	4001	tonnes	2018	2018
Bolivia (Plurinational State of)	Lower-middle-income economies	6785	Bolivia (Plurinational State of)	BO	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2005	2005
Ecuador	Upper-middle-income economies	6248224	Ecuador	EC	Agricultural Use	5157	Urea	4001	tonnes	2007	2007
French Polynesia	High-income economies	1771	French Polynesia	PF	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2004	2004
Jamaica	Upper-middle-income economies	5	Jamaica	JM	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2005	2005
Bulgaria	Upper-middle-income economies	17659	Bulgaria	BG	Agricultural Use	5157	Other NP compounds	4024	tonnes	2008	2008
Slovenia	High-income economies	693	Slovenia	SI	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2012	2012
Croatia	High-income economies	1495	Croatia	HR	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2016	2016
Guatemala	Upper-middle-income economies	24	Guatemala	GT	Agricultural Use	5157	PK compounds	4027	tonnes	2002	2002
Uruguay	High-income economies	79.42	Uruguay	UY	Agricultural Use	5157	Other NK compounds	4026	tonnes	2018	2018
Italy	High-income economies	88425	Italy	IT	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2011	2011
Paraguay	Upper-middle-income economies	15705	Paraguay	PY	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2011	2011
Sri Lanka	Lower-middle-income economies	2949	Sri Lanka	LK	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2004	2004
Angola	Lower-middle-income economies	55821	Angola	AO	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2010	2010
Syrian Arab Republic	Low income economies	368933	Syrian Arab Republic	SY	Agricultural Use	5157	Urea	4001	tonnes	2002	2002
Italy	High-income economies	42533	Italy	IT	Agricultural Use	5157	PK compounds	4027	tonnes	2011	2011
Israel	High-income economies	21360	Israel	IL	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2004	2004
Sri Lanka	Lower-middle-income economies	147.28	Sri Lanka	LK	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2017	2017
French Polynesia	High-income economies	65	French Polynesia	PF	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2002	2002
Switzerland	High-income economies	17010.22	Switzerland	CH	Agricultural Use	5157	PK compounds	4027	tonnes	2014	2014
Sri Lanka	Lower-middle-income economies	1535	Sri Lanka	LK	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2015	2015
Kazakhstan	Upper-middle-income economies	134	Kazakhstan	KZ	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2005	2005
Greece	High-income economies	27807	Greece	GR	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2005	2005
Dominican Republic	Upper-middle-income economies	1836.94	Dominican Republic	DO	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2010	2010
Peru	Upper-middle-income economies	660	Peru	PE	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2005	2005
Kyrgyzstan	Lower-middle-income economies	1500	Kyrgyzstan	KG	Agricultural Use	5157	Urea	4001	tonnes	2011	2011
Indonesia	Lower-middle-income economies	4842537	Indonesia	ID	Agricultural Use	5157	Urea	4001	tonnes	2005	2005
Guatemala	Upper-middle-income economies	73309	Guatemala	GT	Agricultural Use	5157	Urea	4001	tonnes	2008	2008
Zambia	Lower-middle-income economies	161597	Zambia	ZM	Agricultural Use	5157	Urea	4001	tonnes	2014	2014
Republic of Moldova	Lower-middle-income economies	8	Republic of Moldova	MD	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2016	2016
Dominican Republic	Upper-middle-income economies	712	Dominican Republic	DO	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2014	2014
French Polynesia	High-income economies	1	French Polynesia	PF	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2002	2002
Bhutan	Lower-middle-income economies	1429.75	Bhutan	BT	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2014	2014
Cameroon	Lower-middle-income economies	59182	Cameroon	CM	Agricultural Use	5157	Urea	4001	tonnes	2011	2011
Poland	High-income economies	780432	Poland	PL	Agricultural Use	5157	Urea	4001	tonnes	2010	2010
Netherlands	High-income economies	1336	Netherlands	NL	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2018	2018
Colombia	Upper-middle-income economies	131014	Colombia	CO	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2003	2003
Croatia	High-income economies	8946	Croatia	HR	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2015	2015
Costa Rica	Upper-middle-income economies	16103	Costa Rica	CR	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2002	2002
Slovenia	High-income economies	895	Slovenia	SI	Agricultural Use	5157	Other NP compounds	4024	tonnes	2009	2009
Latvia	High-income economies	79406	Latvia	LV	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2006	2006
Sweden	High-income economies	905	Sweden	SE	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2014	2014
United States of America	High-income economies	10942814	United States of America	US	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2014	2014
Saint Kitts and Nevis	High-income economies	19	Saint Kitts and Nevis	KN	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2007	2007
Chile	High-income economies	91612.72	Chile	CL	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2007	2007
Portugal	High-income economies	20525	Portugal	PT	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2009	2009
Zambia	Lower-middle-income economies	1	Zambia	ZM	Agricultural Use	5157	Potassium nitrate	4025	tonnes	2011	2011
Brazil	Upper-middle-income economies	357398	Brazil	BR	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2010	2010
Austria	High-income economies	1000	Austria	AT	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2009	2009
Slovakia	High-income economies	5285.77	Slovakia	SK	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2015	2015
Uruguay	High-income economies	65	Uruguay	UY	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2007	2007
Hungary	High-income economies	109029	Hungary	HU	Agricultural Use	5157	"Other nitrogenous fertilizers, n.e.c."	4008	tonnes	2017	2017
Guyana	Upper-middle-income economies	27076	Guyana	GY	Agricultural Use	5157	Urea	4001	tonnes	2010	2010
Argentina	High-income economies	41491	Argentina	AR	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2012	2012
Venezuela (Bolivarian Republic of)	Upper-middle-income economies	360000	Venezuela (Bolivarian Republic of)	VE	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2009	2009
Estonia	High-income economies	278	Estonia	EE	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2006	2006
France	High-income economies	338811	France	FR	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2013	2013
Viet Nam	Lower-middle-income economies	17972	Viet Nam	VN	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2005	2005
Italy	High-income economies	19993	Italy	IT	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2008	2008
Mauritius	Upper-middle-income economies	5337	Mauritius	MU	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2018	2018
Thailand	Upper-middle-income economies	367015	Thailand	TH	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2003	2003
Algeria	Upper-middle-income economies	4684.39	Algeria	DZ	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2011	2011
Mozambique	Low income economies	3	Mozambique	MZ	Agricultural Use	5157	Other NP compounds	4024	tonnes	2004	2004
Ghana	Lower-middle-income economies	823	Ghana	GH	Agricultural Use	5157	Urea and ammonium nitrate solutions (UAN)	4006	tonnes	2012	2012
India	Lower-middle-income economies	4060400	India	IN	Agricultural Use	5157	Other NP compounds	4024	tonnes	2013	2013
Honduras	Lower-middle-income economies	71494	Honduras	HN	Agricultural Use	5157	Urea	4001	tonnes	2009	2009
Iran (Islamic Republic of)	Upper-middle-income economies	6353	Iran (Islamic Republic of)	IR	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2017	2017
Slovenia	High-income economies	146	Slovenia	SI	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2015	2015
Ecuador	Upper-middle-income economies	152.76	Ecuador	EC	Agricultural Use	5157	"Ammonia, anhydrous"	4007	tonnes	2015	2015
Brazil	Upper-middle-income economies	6013534	Brazil	BR	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2004	2004
Mexico	Upper-middle-income economies	221848	Mexico	MX	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2003	2003
Uganda	Low income economies	370	Uganda	UG	Agricultural Use	5157	PK compounds	4027	tonnes	2011	2011
Slovakia	High-income economies	4903	Slovakia	SK	Agricultural Use	5157	Other NP compounds	4024	tonnes	2016	2016
Philippines	Lower-middle-income economies	715655	Philippines	PH	Agricultural Use	5157	Urea	4001	tonnes	2011	2011
Oman	High-income economies	1000	Oman	OM	Agricultural Use	5157	Ammonium nitrate (AN)	4003	tonnes	2015	2015
Malawi	Low income economies	109	Malawi	MW	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2003	2003
Myanmar	Lower-middle-income economies	4257	Myanmar	MM	Agricultural Use	5157	Other NP compounds	4024	tonnes	2010	2010
Estonia	High-income economies	73.8	Estonia	EE	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2010	2010
Australia	High-income economies	632202	Australia	AU	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2014	2014
Canada	High-income economies	84250	Canada	CA	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2010	2010
Denmark	High-income economies	2157	Denmark	DK	Agricultural Use	5157	Urea	4001	tonnes	2016	2016
Republic of Moldova	Lower-middle-income economies	238	Republic of Moldova	MD	Agricultural Use	5157	Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate	4004	tonnes	2009	2009
Latvia	High-income economies	13104	Latvia	LV	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2003	2003
Turkey	Upper-middle-income economies	60098.45	Turkey	TR	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2010	2010
Slovakia	High-income economies	242	Slovakia	SK	Agricultural Use	5157	PK compounds	4027	tonnes	2012	2012
French Polynesia	High-income economies	7	French Polynesia	PF	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2006	2006
Zimbabwe	Low income economies	1357	Zimbabwe	ZW	Agricultural Use	5157	Potassium sulphate (sulphate of potash) (SOP)	4017	tonnes	2009	2009
Canada	High-income economies	478000	Canada	CA	Agricultural Use	5157	"Ammonia, anhydrous"	4007	tonnes	2016	2016
Ghana	Lower-middle-income economies	162666.69	Ghana	GH	Agricultural Use	5157	"Other nitrogenous fertilizers, n.e.c."	4008	tonnes	2015	2015
Philippines	Lower-middle-income economies	3054	Philippines	PH	Agricultural Use	5157	"Superphosphates, other"	4013	tonnes	2009	2009
Sweden	High-income economies	266.57	Sweden	SE	Agricultural Use	5157	Other NP compounds	4024	tonnes	2017	2017
Bhutan	Lower-middle-income economies	703.97	Bhutan	BT	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2012	2012
Ireland	High-income economies	347	Ireland	IE	Agricultural Use	5157	Sodium nitrate	4005	tonnes	2017	2017
Finland	High-income economies	4632	Finland	FI	Agricultural Use	5157	PK compounds	4027	tonnes	2008	2008
Switzerland	High-income economies	138	Switzerland	CH	Agricultural Use	5157	Monoammonium phosphate (MAP)	4023	tonnes	2004	2004
Nepal	Low income economies	101797	Nepal	NP	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2015	2015
Spain	High-income economies	206903	Spain	ES	Agricultural Use	5157	Potassium chloride (muriate of potash) (MOP)	4016	tonnes	2003	2003
Zimbabwe	Low income economies	1714	Zimbabwe	ZW	Agricultural Use	5157	Superphosphates above 35%	4012	tonnes	2010	2010
Kenya	Lower-middle-income economies	199784	Kenya	KE	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2011	2011
Barbados	High-income economies	925	Barbados	BB	Agricultural Use	5157	Ammonium sulphate	4002	tonnes	2006	2006
Costa Rica	Upper-middle-income economies	16649	Costa Rica	CR	Agricultural Use	5157	Diammonium phosphate (DAP)	4022	tonnes	2008	2008
Indonesia	Lower-middle-income economies	2597586	Indonesia	ID	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2017	2017
Czechia	High-income economies	7696	Czechia	CZ	Agricultural Use	5157	Urea	4001	tonnes	2010	2010
Senegal	Low income economies	123	Senegal	SN	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2011	2011
Ecuador	Upper-middle-income economies	29926.56	Ecuador	EC	Agricultural Use	5157	NPK fertilizers	4021	tonnes	2011	2011
