Country,Income_Group,ISO2,ISO3,prod_yield,Year,Fertilizers_y,prod_yield_value,Pesticide_x
Suriname,Upper-middle-income economies,SR,SUR,Value Yield,2004,14786,6205602,358
Indonesia,Lower-middle-income economies,ID,IDN,Value Prod,2012,9506149,1167976684,1597
Indonesia,Lower-middle-income economies,ID,IDN,Value Yield,2012,9506149,10134061,1597
Myanmar,Lower-middle-income economies,MM,MMR,Value Prod,2003,84748,223778076,859
Myanmar,Lower-middle-income economies,MM,MMR,Value Yield,2003,84748,4463928,859
Australia,High-income economies,AU,AUS,Value Prod,2014,5202192,531592635,49857
Australia,High-income economies,AU,AUS,Value Yield,2014,5202192,12882429,49857
Hungary,High-income economies,HU,HUN,Value Prod,2015,1421334,110288736,9487
Hungary,High-income economies,HU,HUN,Value Yield,2015,1421334,6979854,9487
Iraq,Upper-middle-income economies,IQ,IRQ,Value Prod,2016,277072,44554342,151
Iraq,Upper-middle-income economies,IQ,IRQ,Value Yield,2016,277072,3381595,151
Iraq,Upper-middle-income economies,IQ,IRQ,Value Prod,2005,367000,66711946,873
Iraq,Upper-middle-income economies,IQ,IRQ,Value Yield,2005,367000,4084843,873
Rwanda,Low income economies,RW,RWA,Value Prod,2005,7554,40088016,223
Rwanda,Low income economies,RW,RWA,Value Yield,2005,7554,2361708,223
Philippines,Lower-middle-income economies,PH,PHL,Value Prod,2012,1003197,545981569,21038
Philippines,Lower-middle-income economies,PH,PHL,Value Yield,2012,1003197,7394233,21038
Sweden,High-income economies,SE,SWE,Value Prod,2010,684688,37021665,1982
Sweden,High-income economies,SE,SWE,Value Yield,2010,684688,5705595,1982
Ecuador,Upper-middle-income economies,EC,ECU,Value Prod,2002,455696,91830870,1302
Ecuador,Upper-middle-income economies,EC,ECU,Value Yield,2002,455696,5980620,1302
Zimbabwe,Low income economies,ZW,ZWE,Value Prod,2005,35318,41438481,3129
Zimbabwe,Low income economies,ZW,ZWE,Value Yield,2005,35318,7259812,3129
Jamaica,Upper-middle-income economies,JM,JAM,Value Prod,2006,19246,16261158,621
Jamaica,Upper-middle-income economies,JM,JAM,Value Yield,2006,19246,6819072,621
Papua New Guinea,Lower-middle-income economies,PG,PNG,Value Prod,2002,16748,24694752,105
Papua New Guinea,Lower-middle-income economies,PG,PNG,Value Yield,2002,16748,5270742,105
Burundi,Low income economies,BI,BDI,Value Prod,2002,2196,20382030,98
Burundi,Low income economies,BI,BDI,Value Yield,2002,2196,4131345,98
Fiji,Upper-middle-income economies,FJ,FJI,Value Prod,2008,31569,15202944,543
Fiji,Upper-middle-income economies,FJ,FJI,Value Yield,2008,31569,4202052,543
Kenya,Lower-middle-income economies,KE,KEN,Value Prod,2010,324411,138760587,1578
Kenya,Lower-middle-income economies,KE,KEN,Value Yield,2010,324411,10015474,1578
Egypt,Lower-middle-income economies,EG,EGY,Value Prod,2003,3668071,478575412,5255
Egypt,Lower-middle-income economies,EG,EGY,Value Yield,2003,3668071,13918219,5255
Czechia,High-income economies,CZ,CZE,Value Prod,2013,1180398,73452102,5147
Czechia,High-income economies,CZ,CZE,Value Yield,2013,1180398,6957078,5147
Tunisia,Lower-middle-income economies,TN,TUN,Value Prod,2014,375407.67,57290044,1003
Tunisia,Lower-middle-income economies,TN,TUN,Value Yield,2014,375407.67,8027887,1003
Finland,High-income economies,FI,FIN,Value Prod,2006,9821,27843910,1645
Finland,High-income economies,FI,FIN,Value Yield,2006,9821,4618095,1645
Rwanda,Low income economies,RW,RWA,Value Prod,2010,358,49105116,954
Rwanda,Low income economies,RW,RWA,Value Yield,2010,358,2924160,954
Sweden,High-income economies,SE,SWE,Value Prod,2005,187483,43605655,2132
Sweden,High-income economies,SE,SWE,Value Yield,2005,187483,5485375,2132
Italy,High-income economies,IT,ITA,Value Prod,2008,2144960.82,436221506,79643
Italy,High-income economies,IT,ITA,Value Yield,2008,2144960.82,10314479,79643
Bhutan,Lower-middle-income economies,BT,BTN,Value Prod,2008,2946,2608403,6
Bhutan,Lower-middle-income economies,BT,BTN,Value Yield,2008,2946,4424196,6
India,Lower-middle-income economies,IN,IND,Value Prod,2004,32677730,4339997004,35113
India,Lower-middle-income economies,IN,IND,Value Yield,2004,32677730,7920136,35113
India,Lower-middle-income economies,IN,IND,Value Prod,2017,54996200,6390343498,52750
India,Lower-middle-income economies,IN,IND,Value Yield,2017,54996200,9487345,52750
El Salvador,Lower-middle-income economies,SV,SLV,Value Prod,2011,380255,51107525,3231
El Salvador,Lower-middle-income economies,SV,SLV,Value Yield,2011,380255,9798152,3231
Algeria,Upper-middle-income economies,DZ,DZA,Value Prod,2013,326395.15,133164048,8270
Algeria,Upper-middle-income economies,DZ,DZA,Value Yield,2013,326395.15,5642413,8270
Uruguay,High-income economies,UY,URY,Value Prod,2009,450698,30788898,13475
Uruguay,High-income economies,UY,URY,Value Yield,2009,450698,7196724,13475
Slovenia,High-income economies,SI,SVN,Value Prod,2004,157591,8397594,1558
Slovenia,High-income economies,SI,SVN,Value Yield,2004,157591,8904792,1558
Chile,High-income economies,CL,CHL,Value Prod,2007,862086.64,93455964,9831
Chile,High-income economies,CL,CHL,Value Yield,2007,862086.64,11476941,9831
Turkey,Upper-middle-income economies,TR,TUR,Value Prod,2010,5075192.31,698158244,38555
Turkey,Upper-middle-income economies,TR,TUR,Value Yield,2010,5075192.31,11721353,38555
Republic of Moldova,Lower-middle-income economies,MD,MDA,Value Prod,2016,174674,32411718,2981
Republic of Moldova,Lower-middle-income economies,MD,MDA,Value Yield,2016,174674,3753960,2981
Guinea,Low income economies,GN,GIN,Value Prod,2007,715,43079239,401
Guinea,Low income economies,GN,GIN,Value Yield,2007,715,5249636,401
Georgia,Lower-middle-income economies,GE,GEO,Value Prod,2008,52218.34,7914252,3081
Georgia,Lower-middle-income economies,GE,GEO,Value Yield,2008,52218.34,1962303,3081
Bhutan,Lower-middle-income economies,BT,BTN,Value Prod,2015,3634.53,2586619,11
Bhutan,Lower-middle-income economies,BT,BTN,Value Yield,2015,3634.53,5133317,11
Lebanon,Upper-middle-income economies,LB,LBN,Value Prod,2007,79313,20314665,1816
Lebanon,Upper-middle-income economies,LB,LBN,Value Yield,2007,79313,10793216,1816
India,Lower-middle-income economies,IN,IND,Value Prod,2003,27990180,4782086736,41245
India,Lower-middle-income economies,IN,IND,Value Yield,2003,27990180,8084426,41245
Senegal,Low income economies,SN,SEN,Value Prod,2004,29021,21444976,420
Senegal,Low income economies,SN,SEN,Value Yield,2004,29021,10629507,420
Switzerland,High-income economies,CH,CHE,Value Prod,2014,228662.61,25710372,2301
Switzerland,High-income economies,CH,CHE,Value Yield,2014,228662.61,11458986,2301
Argentina,High-income economies,AR,ARG,Value Prod,2015,2390639.78,636651337,203807
Argentina,High-income economies,AR,ARG,Value Yield,2015,2390639.78,9545767,203807
Morocco,Lower-middle-income economies,MA,MAR,Value Prod,2007,595000,115877692,13697
Morocco,Lower-middle-income economies,MA,MAR,Value Yield,2007,595000,9021019,13697
Samoa,Upper-middle-income economies,WS,WSM,Value Prod,2003,42,353190,24
Samoa,Upper-middle-income economies,WS,WSM,Value Yield,2003,42,1423025,24
Belarus,Upper-middle-income economies,BY,BLR,Value Prod,2011,3462201,130936758,4897
Belarus,Upper-middle-income economies,BY,BLR,Value Yield,2011,3462201,6107874,4897
Venezuela (Bolivarian Republic of),Upper-middle-income economies,VE,VEN,Value Prod,2012,1063339,95633568,3928
Venezuela (Bolivarian Republic of),Upper-middle-income economies,VE,VEN,Value Yield,2012,1063339,8003688,3928
Costa Rica,Upper-middle-income economies,CR,CRI,Value Prod,2008,39520,70354081,13317
Costa Rica,Upper-middle-income economies,CR,CRI,Value Yield,2008,39520,11226915,13317
Ireland,High-income economies,IE,IRL,Value Prod,2011,1405054,16184435,3664
Ireland,High-income economies,IE,IRL,Value Yield,2011,1405054,8902794,3664
Panama,High-income economies,PA,PAN,Value Prod,2004,52922,18903522,2591
Panama,High-income economies,PA,PAN,Value Yield,2004,52922,6254166,2591
Bulgaria,Upper-middle-income economies,BG,BGR,Value Prod,2011,315125,43217620,1460
Bulgaria,Upper-middle-income economies,BG,BGR,Value Yield,2011,315125,2386896,1460
Nicaragua,Lower-middle-income economies,NI,NIC,Value Prod,2016,236909,49420962,4414
Nicaragua,Lower-middle-income economies,NI,NIC,Value Yield,2016,236909,8625606,4414
French Polynesia,High-income economies,PF,PYF,Value Prod,2002,2198,171170,41
French Polynesia,High-income economies,PF,PYF,Value Yield,2002,2198,6389620,41
Senegal,Low income economies,SN,SEN,Value Prod,2009,45379,27323149,650
Senegal,Low income economies,SN,SEN,Value Yield,2009,45379,11071725,650
Ethiopia,Low income economies,ET,ETH,Value Prod,2003,116310,101894254,1015
Ethiopia,Low income economies,ET,ETH,Value Yield,2003,116310,8724226,1015
Romania,Upper-middle-income economies,RO,ROU,Value Prod,2008,136372,163206996,7194
Romania,Upper-middle-income economies,RO,ROU,Value Yield,2008,136372,5497446,7194
Paraguay,Upper-middle-income economies,PY,PRY,Value Prod,2009,528997,70526496,19943
Paraguay,Upper-middle-income economies,PY,PRY,Value Yield,2009,528997,6799326,19943
Australia,High-income economies,AU,AUS,Value Prod,2009,1416957,511186263,38066
Australia,High-income economies,AU,AUS,Value Yield,2009,1416957,12571258,38066
Latvia,High-income economies,LV,LVA,Value Prod,2018,322081,9283200,1568
Latvia,High-income economies,LV,LVA,Value Yield,2018,322081,3382246,1568
Myanmar,Lower-middle-income economies,MM,MMR,Value Prod,2017,3381122,290365074,17274
Myanmar,Lower-middle-income economies,MM,MMR,Value Yield,2017,3381122,5483484,17274
Myanmar,Lower-middle-income economies,MM,MMR,Value Prod,2004,364074,237174312,1042
Myanmar,Lower-middle-income economies,MM,MMR,Value Yield,2004,364074,4787334,1042
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Prod,2010,2674520,486664906,4382
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Yield,2010,2674520,10258829,4382
Greece,High-income economies,GR,GRC,Value Prod,2004,900325,117564055,11594
Greece,High-income economies,GR,GRC,Value Yield,2004,900325,10504746,11594
Congo,Lower-middle-income economies,CG,COG,Value Prod,2009,5086,13980654,2
Congo,Lower-middle-income economies,CG,COG,Value Yield,2009,5086,4200900,2
Brazil,Upper-middle-income economies,BR,BRA,Value Prod,2006,19945157.08,4448967453,238716
Brazil,Upper-middle-income economies,BR,BRA,Value Yield,2006,19945157.08,10652446,238716
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Prod,2010,550821,51195410,1451
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Yield,2010,550821,6638142,1451
France,High-income economies,FR,FRA,Value Prod,2016,8505079,796192684,72065
France,High-income economies,FR,FRA,Value Yield,2016,8505079,12526409,72065
Guyana,Upper-middle-income economies,GY,GUY,Value Prod,2002,38412,25820238,290
Guyana,Upper-middle-income economies,GY,GUY,Value Yield,2002,38412,7048080,290
Cameroon,Lower-middle-income economies,CM,CMR,Value Prod,2006,114354,78909114,951
Cameroon,Lower-middle-income economies,CM,CMR,Value Yield,2006,114354,2359154,951
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Prod,2006,639947,44046891,1752
Sri Lanka,Lower-middle-income economies,LK,LKA,Value Yield,2006,639947,6324038,1752
Brazil,Upper-middle-income economies,BR,BRA,Value Prod,2003,22345154,3877309730,182446
Brazil,Upper-middle-income economies,BR,BRA,Value Yield,2003,22345154,10319750,182446
Croatia,High-income economies,HR,HRV,Value Prod,2007,1123578,40029108,2015
Croatia,High-income economies,HR,HRV,Value Yield,2007,1123578,9136281,2015
Nepal,Low income economies,NP,NPL,Value Prod,2010,110033,123960746,332
Nepal,Low income economies,NP,NPL,Value Yield,2010,110033,6659583,332
Albania,Upper-middle-income economies,AL,ALB,Value Prod,2015,142691,17747296,538
Albania,Upper-middle-income economies,AL,ALB,Value Yield,2015,142691,8975827,538
Suriname,Upper-middle-income economies,SR,SUR,Value Prod,2006,18954,2628192,371
Suriname,Upper-middle-income economies,SR,SUR,Value Yield,2006,18954,6607482,371
Paraguay,Upper-middle-income economies,PY,PRY,Value Prod,2008,595211,71383770,18773
Paraguay,Upper-middle-income economies,PY,PRY,Value Yield,2008,595211,7580088,18773
Indonesia,Lower-middle-income economies,ID,IDN,Value Prod,2004,6441342,980596400,1597
Indonesia,Lower-middle-income economies,ID,IDN,Value Yield,2004,6441342,9858870,1597
Myanmar,Lower-middle-income economies,MM,MMR,Value Prod,2005,49679,257314500,1449
Myanmar,Lower-middle-income economies,MM,MMR,Value Yield,2005,49679,4959942,1449
Croatia,High-income economies,HR,HRV,Value Prod,2008,1116458,48662551,2388
Croatia,High-income economies,HR,HRV,Value Yield,2008,1116458,10740870,2388
Iraq,Upper-middle-income economies,IQ,IRQ,Value Prod,2007,275000,64342789,1063
Iraq,Upper-middle-income economies,IQ,IRQ,Value Yield,2007,275000,3613267,1063
Canada,High-income economies,CA,CAN,Value Prod,2015,8513000,315618650,75318
Canada,High-income economies,CA,CAN,Value Yield,2015,8513000,7444625,75318
Estonia,High-income economies,EE,EST,Value Prod,2008,86693,4237692,551
Estonia,High-income economies,EE,EST,Value Yield,2008,86693,2090905,551
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Prod,2013,2682931,497350623,6494
Iran (Islamic Republic of),Upper-middle-income economies,IR,IRN,Value Yield,2013,2682931,10558009,6494
Ecuador,Upper-middle-income economies,EC,ECU,Value Prod,2004,550163,104122536,29800
Ecuador,Upper-middle-income economies,EC,ECU,Value Yield,2004,550163,6044166,29800
Ecuador,Upper-middle-income economies,EC,ECU,Value Prod,2017,800727.72,124386324,56297
Ecuador,Upper-middle-income economies,EC,ECU,Value Yield,2017,800727.72,7588176,56297
Papua New Guinea,Lower-middle-income economies,PG,PNG,Value Prod,2010,10982,27984816,105
Papua New Guinea,Lower-middle-income economies,PG,PNG,Value Yield,2010,10982,4450020,105
Kenya,Lower-middle-income economies,KE,KEN,Value Prod,2008,353895,124689145,1578
Kenya,Lower-middle-income economies,KE,KEN,Value Yield,2008,353895,10904796,1578
Uganda,Low income economies,UG,UGA,Value Prod,2011,26794,89533950,88
Uganda,Low income economies,UG,UGA,Value Yield,2011,26794,4329900,88
Fiji,Upper-middle-income economies,FJ,FJI,Value Prod,2010,10673,11558868,690
Fiji,Upper-middle-income economies,FJ,FJI,Value Yield,2010,10673,4136556,690
France,High-income economies,FR,FRA,Value Prod,2013,8680671,850646517,66677
France,High-income economies,FR,FRA,Value Yield,2013,8680671,12420632,66677
Egypt,Lower-middle-income economies,EG,EGY,Value Prod,2013,4975000,610549527,13653
Egypt,Lower-middle-income economies,EG,EGY,Value Yield,2013,4975000,13067614,13653
Yemen,Low income economies,YE,YEM,Value Prod,2009,30500,17538072,92
Yemen,Low income economies,YE,YEM,Value Yield,2009,30500,3654238,92
Oman,High-income economies,OM,OMN,Value Prod,2014,30000,4586760,410
Oman,High-income economies,OM,OMN,Value Yield,2014,30000,4747212,410
Sweden,High-income economies,SE,SWE,Value Prod,2016,801512.49,43573900,1630
Sweden,High-income economies,SE,SWE,Value Yield,2016,801512.49,6889570,1630
India,Lower-middle-income economies,IN,IND,Value Prod,2002,26589390,4579884141,42483
India,Lower-middle-income economies,IN,IND,Value Yield,2002,26589390,8545124,42483
El Salvador,Lower-middle-income economies,SV,SLV,Value Prod,2003,13170,40914832,2233
El Salvador,Lower-middle-income economies,SV,SLV,Value Yield,2003,13170,8732171,2233
Austria,High-income economies,AT,AUT,Value Prod,2010,414530,49262105,3692
Austria,High-income economies,AT,AUT,Value Yield,2010,414530,9452532,3692
Bhutan,Lower-middle-income economies,BT,BTN,Value Prod,2014,3502.17,2851527,3
Bhutan,Lower-middle-income economies,BT,BTN,Value Yield,2014,3502.17,4941972,3
Algeria,Upper-middle-income economies,DZ,DZA,Value Prod,2015,403451.28,131645250,4517
Algeria,Upper-middle-income economies,DZ,DZA,Value Yield,2015,403451.28,6096482,4517
Mexico,Upper-middle-income economies,MX,MEX,Value Prod,2002,3203504,753078760,11536
Mexico,Upper-middle-income economies,MX,MEX,Value Yield,2002,3203504,9918622,11536
Malawi,Low income economies,MW,MWI,Value Prod,2008,225599.95,119737793,625
Malawi,Low income economies,MW,MWI,Value Yield,2008,225599.95,11091360,625
Niger,Low income economies,NE,NER,Value Prod,2008,6583.9,33222495,12
Niger,Low income economies,NE,NER,Value Yield,2008,6583.9,4060760,12
Colombia,Upper-middle-income economies,CO,COL,Value Prod,2010,2462966,361147374,48618
Colombia,Upper-middle-income economies,CO,COL,Value Yield,2010,2462966,11536273,48618
Ghana,Lower-middle-income economies,GH,GHA,Value Prod,2008,125567,180700387,364
Ghana,Lower-middle-income economies,GH,GHA,Value Yield,2008,125567,5909799,364
Spain,High-income economies,ES,ESP,Value Prod,2005,4286350,411121886,41017
Spain,High-income economies,ES,ESP,Value Yield,2005,4286350,11337879,41017
Zambia,Lower-middle-income economies,ZM,ZMB,Value Prod,2015,374086,53876238,1670
Zambia,Lower-middle-income economies,ZM,ZMB,Value Yield,2015,374086,8110260,1670
Thailand,Upper-middle-income economies,TH,THA,Value Prod,2015,2798152,1221075828,26296
Thailand,Upper-middle-income economies,TH,THA,Value Yield,2015,2798152,8617308,26296
Portugal,High-income economies,PT,PRT,Value Prod,2010,538192.88,43869693,13774
Portugal,High-income economies,PT,PRT,Value Yield,2010,538192.88,7951678,13774
Côte d'Ivoire,Lower-middle-income economies,CI,CIV,Value Prod,2010,195984,104292573,93
Côte d'Ivoire,Lower-middle-income economies,CI,CIV,Value Yield,2010,195984,6893754,93
